2.5, 2.5, 4.0671878815605635E-4
2.5, 2.5099999997764826, 4.070117575771627E-4
2.5, 2.519999999552965, 4.073056861270293E-4
2.5, 2.5299999993294477, 4.0760057567734926E-4
2.5, 2.5399999991059303, 4.078964278752157E-4
2.5, 2.549999998882413, 4.081932445556376E-4
2.5, 2.5599999986588955, 4.0849102731880193E-4
2.5, 2.569999998435378, 4.0878977798338275E-4
2.5, 2.5799999982118607, 4.0908949809442656E-4
2.5, 2.5899999979883432, 4.093901892389077E-4
2.5, 2.599999997764826, 4.0969185310258196E-4
2.5, 2.6099999975413084, 4.099944910199471E-4
2.5, 2.619999997317791, 4.102981046298341E-4
2.5, 2.6299999970942736, 4.106026952305386E-4
2.5, 2.639999996870756, 4.1090826433585505E-4
2.5, 2.6499999966472387, 4.112148131408307E-4
2.5, 2.6599999964237213, 4.1152234306234843E-4
2.5, 2.669999996200204, 4.118308552613631E-4
2.5, 2.6799999959766865, 4.121403508899657E-4
2.5, 2.689999995753169, 4.1245083110813595E-4
2.5, 2.6999999955296516, 4.127622969597556E-4
2.5, 2.7099999953061342, 4.13074749432394E-4
2.5, 2.719999995082617, 4.1338818943518455E-4
2.5, 2.7299999948590994, 4.1370261780598644E-4
2.5, 2.739999994635582, 4.140180355273801E-4
2.5, 2.7499999944120646, 4.143344430916779E-4
2.5, 2.759999994188547, 4.1465184130994807E-4
2.5, 2.7699999939650297, 4.149702306992282E-4
2.5, 2.7799999937415123, 4.1528961178205855E-4
2.5, 2.789999993517995, 4.156099851462107E-4
2.5, 2.7999999932944775, 4.1593135084182486E-4
2.5, 2.80999999307096, 4.1625370943547754E-4
2.5, 2.8199999928474426, 4.165770610734151E-4
2.5, 2.829999992623925, 4.169014057524954E-4
2.5, 2.839999992400408, 4.1722674360168677E-4
2.5, 2.8499999921768904, 4.175530744931741E-4
2.5, 2.859999991953373, 4.1788039841976287E-4
2.5, 2.8699999917298555, 4.18208715010619E-4
2.5, 2.879999991506338, 4.1853802402198843E-4
2.5, 2.8899999912828207, 4.188683250293873E-4
2.5, 2.8999999910593033, 4.1919961745165245E-4
2.5, 2.909999990835786, 4.1953190077275603E-4
2.5, 2.9199999906122684, 4.198651742504045E-4
2.5, 2.929999990388751, 4.2019943713766234E-4
2.5, 2.9399999901652336, 4.205346883756141E-4
2.5, 2.949999989941716, 4.208709270148472E-4
2.5, 2.9599999897181988, 4.2120815202436533E-4
2.5, 2.9699999894946814, 4.2154636209603097E-4
2.5, 2.979999989271164, 4.2188555585529754E-4
2.5, 2.9899999890476465, 4.2222573194527043E-4
2.5, 2.999999988824129, 4.225668887414836E-4
2.5, 3.0099999886006117, 4.229090245903062E-4
2.5, 3.0199999883770943, 4.2325213771741846E-4
2.5, 3.029999988153577, 4.2359622617543677E-4
2.5, 3.0399999879300594, 4.2394128797305973E-4
2.5, 3.049999987706542, 4.2428732088903493E-4
2.5, 3.0599999874830246, 4.246343226471893E-4
2.5, 3.069999987259507, 4.249822909722668E-4
2.5, 3.0799999870359898, 4.2533122316178775E-4
2.5, 3.0899999868124723, 4.2568111672948097E-4
2.5, 3.099999986588955, 4.26031968683582E-4
2.5, 3.1099999863654375, 4.2638377621943846E-4
2.5, 3.11999998614192, 4.26736536244218E-4
2.5, 3.1299999859184027, 4.2709024554652797E-4
2.5, 3.1399999856948853, 4.274449008130004E-4
2.5, 3.149999985471368, 4.2780049847416894E-4
2.5, 3.1599999852478504, 4.281570350104231E-4
2.5, 3.169999985024333, 4.285145065514964E-4
2.5, 3.1799999848008156, 4.288729091642786E-4
2.5, 3.189999984577298, 4.2923223892295183E-4
2.5, 3.1999999843537807, 4.2959249142752505E-4
2.5, 3.2099999841302633, 4.299536622676705E-4
2.5, 3.219999983906746, 4.303157471256794E-4
2.5, 3.2299999836832285, 4.306787410456058E-4
2.5, 3.239999983459711, 4.3104263925135066E-4
2.5, 3.2499999832361937, 4.314074367767839E-4
2.5, 3.2599999830126762, 4.3177312825316675E-4
2.5, 3.269999982789159, 4.32139708384025E-4
2.5, 3.2799999825656414, 4.325071717136829E-4
2.5, 3.289999982342124, 4.3287551246177174E-4
2.5, 3.2999999821186066, 4.3324472467887447E-4
2.5, 3.309999981895089, 4.336148023280648E-4
2.5, 3.3199999816715717, 4.339857390425951E-4
2.5, 3.3299999814480543, 4.3435752857430565E-4
2.5, 3.339999981224537, 4.3473016409026506E-4
